2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"4,412,400,000.00","4,565,500,000.00","4,740,900,000.00","4,823,500,000.00","4,910,400,000.00","5,152,100,000.00","5,403,000,000.00","5,790,300,000.00","6,206,000,000.00","6,259,600,000.00","6,815,800,000.00","6,924,600,000.00","7,364,500,000.00","7,944,300,000.00","8,751,100,000.00","9,996,700,000.00","10,541,100,000.00","11,940,800,000.00","12,953,931,759.00","14,186,350,754.00","13,172,989,137.00","15,001,920,580.70","16,870,322,387.30"
