2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09
59,44,43,40,37,50,76,81,70,66,50,60,77.689,65.136,79.829,102.379,89.329,145.017,171.575,197.869,220.172,180.399,96.431,144.799,112.08,152.487,114.544,102.327,159.111,154.969,210.989,213.067,184.882,167.201,163.407,153.334,177.593,138.515,140.25,144.109,163.286,187.154,195.848,213.884,168.666,163.857,135.767,164.619,217.644,194.373,170.248,154.145,166.91,186.665,208.53,210.552,177.661,151.031,103.013,131.546,140.932,146.094,154.475,187.539,186.622,210.308,236.992,229.694,173.236,171.789,150.389,159.879,168.337,157.6,182.372,127.934,174.636,208.5,242.714,231.345,195.611,158.828,193.908,187.516,193.966,173.355,192.352,189.878,194.311,198.171,233.875,228.775,213.159
